"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Switzerland","CHE","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","642643620.490481","777125995.866918","1267334791.67726","2122388474.7415","2320291936.53845","405248411.125538","2497180494.21581","5544796309.51596","2838789160.79242","1128487634.09191","1706937974.44081","3682699144.72734","4158247959.95384","4880219415.70052","8391921105.89552","11345529735.0727","14541329307.925","23080879762.6769","9765012889.09897","8258050580.1782","19721053893.3921","7102294152.72319","2664910821.00245","53760772986.3033","48688296542.67","2990936685.10856","47658570354.7326","17670735602.9225","20764483834.5029","39943494321.6384","-24926465856.5785","21003091521.7733","118752400108.647","166801396968.929","143235966548.555","-160387834479.039","20367751264.896","-241501226219.29","-123286533982.398","-16057258695.7617","-88899521141.5666","-112057950069.456",
"Channel Islands","CHI","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","12330000","-18969999.9","-1100000","-4799999.9","2310000","50000000","-1000000","21000000","181000000","244000000","213000000","383000000","401000000","135000000","78000000","144300000","315500000","890500000","967900000","1283500000","661200000","822700000","936100000","1034300000","2582100000","2957000000","4814616000","5271400000","4627817978","8761016217.84","4860015667.52","4199763048.85","2549923142.41108","3485728421.75027","4968731407.62404","5990831828.9531","4755333483.36661","10545224588.4776","18811777951.3688","12750321998.889","14849443157.0249","26369463388.8272","31801970676.0608","21120756844.018","25527831848.9546","17766285629.0926","11362832162.4891","5237183518.21249","7942631935.04913","13579090978.7595","11447397288.6176","15176902318.5544","18771990469.19","18377361861.8","12521388616.3117",
"China","CHN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","80000","57000000","265000000","430000000","636000000","1258000000","1659000000","1875000000","2314000000","3194000000","3393000000","3487000000","4366000000","11156000000","27515000000","33787000000","35849200000","40180000000","45439000000","45644000000","41014000000","42095300000","47053000000","53073618897.4036","57900937467.3864","68117272181.2194","104108693867.085","124082035618.505","156249335203.201","171534650311.568","131057052869.5","243703434558.177","280072219149.934","241213868161.42","290928431467.003","268097181064.335","242489331627.398","174749584584.05","166083755721.648","235365050036.341","187169822364.755","253095616058.58","344074977062.48","190203789092.51","51338076801.59","18556141172.84",
"Cote d'Ivoire","CIV","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","30699999.9","15699999.9","18699999.9","51000000","32600000","69060000","44780000","14650000","83310000","74750000","94659999.9","32750000","47469999.9","37530000","21739999.9","29160000","70750000","87510000","51700000","18489999.9","48434430","18524890","69053840","175153530","117538570","211760840","269194530","415458080","760099130","235348770","234701730","272679900","212580420","165390570","282979830","349059586.543272","350964618.559396","443801751.423173","468377743.888901","397624744.268005","358468317.342001","301972462.51786","330255520.65457","407592122.101427","439356961.1509","494408755.77634","577871524.156215","975014998.795492","620330654.359791","848881139.442876","712915894.481616","1392435143.38301","1599115748.83326","2485137116.69214","3802117860",
"Cameroon","CMR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","16000000","1700000","3299999.9","3100000","21600000","27100000","16399999.9","8710528.85937352","40548470.5361226","62099933.6753265","129827989.964101","135391025.42127","111440362.741803","213821207.604905","17667655.8671505","316229050.225977","-90700157.5127854","115925994.899277","92362479.4838296","-85734446.5454484","-112831336.842375","-14498049.7545054","29203775.7802858","5120733.12285922","3674320.50910657","15105727.2922078","104417058.426532","149614497.755634","55231294.1577246","35009801.8441187","159708006.201386","-11668387.3783905","505256043.293607","334888535.860207","67984855.6422292","243601636.500456","59122291.3428058","189581294.625153","20995513.7446128","746276648.961817","536265313.198885","653266626.571785","527363935.614181","547404749.757181","725854540.914876","694336734.87982","663893595.165465","814458940.927625","765092012.778526","1024779237.90888","675186993.652869","963531503.483344","925681548.563251","821546383.239812","925275150",
"Congo, Dem. Rep.","COD","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","6429999.9","5740000","10470000","17719999.9","51979999.9","9119999.9","238430000","18190000","97680000","143849999.9","109620000","69629999.9","-2370000","-192789999.9","-32450000","69189999.9","5549999.9","-55079999.9","-3939999.9","-6110000","-14460000","12390000","-730000","6870000","-1500000","-22350000","24790000","-44350000","61330000","11160000","94190400","102221900","187598690","391254720","409032810","180000000","256100000","1808000000","1726800000","-243200000","2742300000","1596024303.85686","2891607809.09542","1697585830.80626","1499572152.49797","1165720010.30767","932374669.380907","1047979482.55526","1407563588.42422","1350994226.20535","1498084807.8648","1677673789.73561","1409373841.76263","2375258886.51998","2915055322.56637",
"Congo, Rep.","COG","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","5099999.9","48700000","66299999.9","68299999.9","46100000","15400000","2379999.9","1986323.6","4050415.52677771","16481632.6620511","40032269.0162729","30842951.4557126","35349296.9308788","56079518.9803241","34948545.6926496","12689672.804521","22439698.3136535","43448956.4120195","9095236.52932368","-7125213.1","22551560","32753530","2739030","286054320","2990000","112782084.60409","62427618.5785834","-49200799.9052803","-169664715.515787","-68298651.8368345","-98141674.3463606","-135479673.015224","200095651.485644","220038914.195923","88557997.2244039","801314933.871917","1489015781.25323","1424251935.63471","1947972913.20639","1189051286.3797","1522228646.33912","298678855.105983","-69249948.2173565","1878859499.34966","2891102397.12388","4279839199.11278","50608700.3526123","4416953730","4315250920","-1427679257.05894","-1983178866.50125","-320209517.696022","532256250","626473710","603616460",
"Colombia","COL","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","42999999.9997559","43128139.9995117","18457070","23842600","40889759.9996338","37068850","25000000","65000000","107000000","127000000","157137699.999756","265000000","366000000","618000000","584000000","1023000000","674000000","319000000","203000000","576000000","500000000","456900000","728700000","959100000","1446497261.33581","968368273.647335","3111676589.81669","5562216361.61769","2828826261.61251","1507907130.44589","2436459923.42856","2541942612.20739","2133698124.14946","1720493455.49813","3115635873.52058","10235417315.1375","6750625311.15878","8885764397.56293","10564155795.9327","8034746177.08444","6429989612.99412","14647048638.4495","15039979138.8914","16210419015.9816","16168701714.7496","11620532645.7091","13857937720.8026","13700880445.1997","11298692773.8485","13989154028.3683","7458624984.21929","9561335276.67571","17182225497.9059","16793702728.5038","14269169294.7671",
"Comoros","COM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","1919999.9","","0","0","150000","0","0","0","0","7546566.71700799","3767051.25949986","3266400.37765459","393003.103792419","2506163.33401031","-1446978.1249784","190704.780596668","177714.239994358","889525.017698177","510000","20000","384220","271000","93640","1145910","430420","793243.734562134","672560.378635005","558865.800033729","778420.21387879","7691947.28915694","4650574.15690675","13839598.1677914","8350406.72212105","23118440.5401983","10375197.4614674","4231640","4684558.67518381","4936699.51044481","3569823.72997216","3919473.02500834","5672348.12857999","4300803.9663215","3875846.08058853","4024772.1820532","4128667.47538991","5352754.89432873","7100000",
"Cabo Verde","CPV","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","-8734.17839975294","2786140.59499304","597911.680022202","174023.256534689","252601.216598284","1744334.22803127","450471.753014845","3644068.12685392","2128443.3544658","26180647.1200554","28528007.7360695","11576610.7394555","6793745.39412883","53935025.3549158","34202238.3816145","9010186.20568656","14759046.6769551","39216510.8127633","67638273.8033899","80513541.3322082","131539968.034583","191764359.163339","210903689.269434","126003552.248347","116200563.572312","102246382.223795","128009964.769676","89297443.9961387","180589795.413074","96071472.8368678","126312006.101644","111711633.73814","103550532.589032","122921295.022726","67619883.9199238","91456883.2590195","122015528.984869","158735894.913156","109932741.764781",
"Costa Rica","CRI","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","26345009.9","22100000","25846010","37700000","46310009.9","69022010","61952010","62500000","48600000","43500000","52600000","69600000","28900000","60700000","55900000","69900000","61000000","80300000","122200000","101300000","162500000","178400000","226000000","246700000","297600000","336900000","426950000","409440000","614500000","619469212","723426415.264239","621846413.159733","723172624.768835","774386239.764205","1083718486.49798","1528787464.115","1801002598.41588","2241492021.19676","2436112218.26755","1614614468.45233","1906923793.45078","2733268839.98155","2696295210.67893","3205384976.80293","3242149796.97239","2955521680.83967","2620435490.61534","2924906990.98244","3014543618.02812","2719031329.42268","2103003648.98359","3592802258.09676","3673404328.97314","4687479757.85749","5277358748.68206",
"Caribbean small states","CSS","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","185478499.794566","167716171.638498","201179836.99389","195880300.010363","274800684.434229","116987131.611015","162720408.640249","110670960.818431","143840333.287014","141977068.766779","289229902.037907","454505555.562458","290083333.419603","247391666.717289","103097352.852792","52155758.8494116","-21418518.4185186","36087037.037037","69234874.5313189","48674489.0744664","239532454.908289","393283875.498365","430553464.052288","576065212.056658","806069632.424357","733926537.735981","704064566.069544","1529832066.8225","1258822407.85887","1192296131.04593","1411007389.82474","1575395972.07954","1777132500.85353","1647157837.0044","2111650417.63626","2558738587.60798","2906214384.45215","3030703256.76332","5249111174.42821","2535905058.39144","2485081947.62092","2130997241.81136","386949340.143397","521253246.58839","2476239774.42075","2001766550.25112","1849368612.48883","895923112.872218","2109766997.41608","4362342307.42242","3540689091.90408","2664449939.46874","-2377264673.65703","-1356346220.31611","9031546060.40163",
"Cuba","CUB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
